Gen	np	tree	tau_4EminEmyoxEsp	tau_5EmyoxEsp	lnL
100	2	11	0.001095	0.000604	-2521640.530
200	2	11	0.001103	0.000613	-2521655.885
300	2	11	0.001129	0.000622	-2521508.006
400	2	11	0.001100	0.000622	-2521678.291
500	2	11	0.001144	0.000609	-2521706.449
600	2	11	0.001123	0.000646	-2521633.649
700	2	11	0.001119	0.000607	-2521697.965
800	2	11	0.001152	0.000588	-2521562.247
900	2	11	0.001120	0.000612	-2521614.986
1000	2	11	0.001161	0.000629	-2521736.128
1100	2	11	0.001128	0.000629	-2521657.849
1200	2	11	0.001127	0.000636	-2521790.292
1300	2	11	0.001114	0.000614	-2521648.437
1400	2	11	0.001102	0.000636	-2521643.508
1500	2	11	0.001071	0.000609	-2521420.687
1600	2	11	0.001116	0.000602	-2521657.300
1700	2	11	0.001084	0.000614	-2521584.082
1800	2	11	0.001113	0.000623	-2521644.891
1900	2	11	0.001139	0.000627	-2521557.689
2000	2	11	0.001111	0.000600	-2521774.560
2100	2	11	0.001161	0.000613	-2521519.698
2200	2	11	0.001123	0.000649	-2521670.220
2300	2	11	0.001108	0.000588	-2521485.630
2400	2	11	0.001121	0.000627	-2521630.898
2500	2	11	0.001114	0.000611	-2521745.131
2600	2	11	0.001106	0.000600	-2521402.597
2700	2	11	0.001103	0.000596	-2521582.715
2800	2	11	0.001119	0.000623	-2521692.185
2900	2	11	0.001134	0.000588	-2521434.282
3000	2	11	0.001116	0.000606	-2521548.207
3100	2	11	0.001132	0.000607	-2521517.885
3200	2	11	0.001175	0.000621	-2521797.068
3300	2	11	0.001122	0.000642	-2521574.062
3400	2	11	0.001099	0.000618	-2521653.326
3500	2	11	0.001099	0.000609	-2521606.181
3600	2	11	0.001126	0.000642	-2521685.806
3700	2	11	0.001086	0.000599	-2521655.449
3800	2	11	0.001133	0.000615	-2521675.067
3900	2	11	0.001118	0.000597	-2521594.263
4000	2	11	0.001131	0.000619	-2521545.262
4100	2	11	0.001131	0.000602	-2521766.056
4200	2	11	0.001135	0.000619	-2521601.554
4300	2	11	0.001100	0.000590	-2521600.828
4400	2	11	0.001126	0.000613	-2521626.528
4500	2	11	0.001136	0.000640	-2521228.742
4600	2	11	0.001146	0.000615	-2521706.244
4700	2	11	0.001155	0.000601	-2521587.426
4800	2	11	0.001131	0.000638	-2521400.237
4900	2	11	0.001131	0.000623	-2521579.494
5000	2	11	0.001086	0.000604	-2521545.544
5100	2	11	0.001140	0.000600	-2521538.730
5200	2	11	0.001179	0.000604	-2521651.745
5300	2	11	0.001149	0.000608	-2521559.527
5400	2	11	0.001092	0.000606	-2521530.363
5500	2	11	0.001119	0.000588	-2521693.363
5600	2	11	0.001152	0.000590	-2521598.051
5700	2	11	0.001133	0.000624	-2521819.446
5800	2	11	0.001124	0.000611	-2521529.017
5900	2	11	0.001152	0.000604	-2521542.038
6000	2	11	0.001106	0.000622	-2521542.117
6100	2	11	0.001108	0.000592	-2521491.338
6200	2	11	0.001145	0.000630	-2521661.244
6300	2	11	0.001084	0.000663	-2521516.663
6400	2	11	0.001102	0.000641	-2521568.203
6500	2	11	0.001108	0.000619	-2521699.582
6600	2	11	0.001120	0.000597	-2521472.962
6700	2	11	0.001106	0.000626	-2521353.102
6800	2	11	0.001122	0.000612	-2521638.433
6900	2	11	0.001112	0.000625	-2521499.849
7000	2	11	0.001124	0.000614	-2521531.412
7100	2	11	0.001128	0.000613	-2521547.689
7200	2	11	0.001141	0.000606	-2521602.391
7300	2	11	0.001146	0.000630	-2521603.791
7400	2	11	0.001143	0.000624	-2521559.402
7500	2	11	0.001146	0.000590	-2521635.373
7600	2	11	0.001125	0.000611	-2521555.279
7700	2	11	0.001132	0.000658	-2521607.363
7800	2	11	0.001169	0.000620	-2521742.325
7900	2	11	0.001156	0.000619	-2521755.693
8000	2	11	0.001159	0.000603	-2521548.975
8100	2	11	0.001130	0.000613	-2521572.898
8200	2	11	0.001095	0.000607	-2521368.843
8300	2	11	0.001148	0.000585	-2521740.448
8400	2	11	0.001107	0.000604	-2521344.500
8500	2	11	0.001110	0.000601	-2521362.706
8600	2	11	0.001124	0.000604	-2521489.653
8700	2	11	0.001130	0.000587	-2521495.562
8800	2	11	0.001146	0.000638	-2521627.644
8900	2	11	0.001095	0.000614	-2521781.038
9000	2	11	0.001140	0.000591	-2521534.403
9100	2	11	0.001116	0.000599	-2521612.216
